transaction_id,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,dateAndTimeForTransaction
92,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,2023-01-01 10:25:45
94,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,2023-01-01 10:30:07
95,1,5,Lower Manhattan,70,3.25,Bakery,Scone,2023-01-01 10:30:07
97,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,2023-01-01 10:41:53
98,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,2023-01-01 10:47:53
100,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 10:49:51
101,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-01 10:51:17
104,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,2023-01-01 10:56:14
105,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,2023-01-01 10:56:14
109,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-01 11:03:25
110,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 11:03:25
121,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-01 11:21:04
124,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 11:23:43
125,1,5,Lower Manhattan,77,3.0,Bakery,Scone,2023-01-01 11:23:43
127,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,2023-01-01 11:25:37
130,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,2023-01-01 11:29:25
135,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-01 11:31:43
136,1,5,Lower Manhattan,72,3.25,Bakery,Scone,2023-01-01 11:31:43
137,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,2023-01-01 11:31:53
138,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 11:31:53
139,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 11:39:14
140,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,2023-01-01 11:39:14
143,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,2023-01-01 11:44:09
150,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,2023-01-01 11:50:58
152,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-01 11:52:31
157,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,2023-01-01 12:00:20
166,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,2023-01-01 12:06:29
168,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,2023-01-01 12:08:21
172,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,2023-01-01 12:13:07
175,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 12:18:07
179,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,2023-01-01 12:27:06
184,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-01 12:35:53
201,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 12:51:57
202,1,5,Lower Manhattan,72,3.25,Bakery,Scone,2023-01-01 12:51:57
203,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,2023-01-01 12:52:18
204,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 12:52:18
208,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-01 12:55:27
209,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 12:55:27
216,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 13:00:38
217,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 13:01:33
228,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,2023-01-01 13:07:37
230,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 13:12:03
231,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 13:13:09
241,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-01 13:22:11
244,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 13:24:29
245,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-01 13:30:49
246,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 13:32:07
247,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-01 13:32:34
251,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-01 13:39:41
255,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,2023-01-01 13:42:49
256,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-01 13:42:58
257,1,5,Lower Manhattan,72,3.25,Bakery,Scone,2023-01-01 13:42:58
260,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 13:43:41
264,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,2023-01-01 13:50:09
270,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-01 13:55:04
274,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,2023-01-01 13:57:34
275,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,2023-01-01 13:57:34
277,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,2023-01-01 13:58:11
278,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,2023-01-01 13:59:58
279,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 14:03:34
280,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,2023-01-01 14:03:34
287,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-01 14:13:28
288,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-01 14:19:57
292,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,2023-01-01 14:22:38
298,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,2023-01-01 14:25:39
300,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,2023-01-01 14:29:05
301,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,2023-01-01 14:29:50
302,1,5,Lower Manhattan,78,4.5,Bakery,Scone,2023-01-01 14:29:50
304,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-01 14:30:58
305,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-01 14:31:26
307,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,2023-01-01 14:32:42
311,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-01 14:36:35
312,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-01 14:37:48
313,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-01 14:39:06
315,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 14:42:39
322,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,2023-01-01 14:51:19
328,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-01 15:06:27
332,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,2023-01-01 15:10:10
333,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 15:10:10
337,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,2023-01-01 15:16:37
343,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,2023-01-01 15:25:09
346,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,2023-01-01 15:28:54
351,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,2023-01-01 15:30:58
353,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-01 15:33:36
354,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,2023-01-01 15:33:36
357,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-01 15:36:59
361,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,2023-01-01 15:46:34
363,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,2023-01-01 15:52:23
364,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,2023-01-01 15:52:23
365,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,2023-01-01 15:53:55
383,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,2023-01-01 16:19:26
385,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,2023-01-01 16:22:07
388,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,2023-01-01 16:27:42
390,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-01 16:28:57
394,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-01 16:35:11
398,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,2023-01-01 16:40:19
399,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-01 16:41:51
402,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-01 16:47:05
403,1,5,Lower Manhattan,72,3.25,Bakery,Scone,2023-01-01 16:47:05
404,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-01 16:48:31
405,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,2023-01-01 16:49:19
406,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,2023-01-01 16:49:19
409,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,2023-01-01 16:52:51
413,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,2023-01-01 17:01:03
421,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-01 17:13:17
426,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,2023-01-01 17:19:08
427,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-01 17:19:08
435,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-01 17:23:03
440,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-01 17:28:42
441,1,5,Lower Manhattan,70,3.25,Bakery,Scone,2023-01-01 17:28:42
459,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,2023-01-01 17:50:19
464,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,2023-01-01 17:58:01
469,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,2023-01-01 18:02:21
478,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-01 18:13:32
483,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-01 18:19:45
484,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,2023-01-01 18:19:45
487,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-01 18:22:48
490,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,2023-01-01 18:23:34
493,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,2023-01-01 18:27:08
551,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-02 07:01:59
552,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-02 07:12:05
553,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 07:16:35
554,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,2023-01-02 07:16:46
555,1,5,Lower Manhattan,70,3.25,Bakery,Scone,2023-01-02 07:16:46
556,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 07:22:08
557,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-02 07:22:45
558,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,2023-01-02 07:25:59
559,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,2023-01-02 07:35:10
560,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,2023-01-02 07:48:26
561,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-02 07:48:26
562,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,2023-01-02 07:53:48
563,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 07:59:47
564,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-02 07:59:47
568,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 08:04:59
569,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 08:09:46
570,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 08:09:51
574,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,2023-01-02 08:14:13
578,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-02 08:20:38
581,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 08:25:22
582,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 08:26:13
584,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,2023-01-02 08:30:10
589,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 08:51:31
590,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 08:55:40
593,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,2023-01-02 09:06:29
594,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-02 09:07:31
600,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 09:12:47
601,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-02 09:12:47
605,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,2023-01-02 09:25:27
613,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 09:40:52
614,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,2023-01-02 09:45:34
618,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-02 09:50:57
619,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,2023-01-02 09:52:17
622,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-02 09:56:45
623,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-02 09:58:47
627,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,2023-01-02 10:05:11
628,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,2023-01-02 10:05:22
629,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,2023-01-02 10:07:28
632,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,2023-01-02 10:13:55
633,1,5,Lower Manhattan,79,3.75,Bakery,Scone,2023-01-02 10:13:55
634,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 10:16:43
637,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-02 10:22:19
638,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,2023-01-02 10:26:49
639,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 10:27:05
643,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-02 10:36:44
645,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,2023-01-02 10:48:57
650,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 11:01:06
655,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 11:06:28
659,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,2023-01-02 11:12:33
675,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,2023-01-02 11:25:20
676,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 11:27:35
683,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,2023-01-02 11:36:50
685,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-02 11:39:11
686,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,2023-01-02 11:39:11
688,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 11:41:54
692,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-02 11:49:10
697,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,2023-01-02 11:54:01
714,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-02 12:20:43
715,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,2023-01-02 12:20:43
720,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,2023-01-02 12:22:12
721,1,5,Lower Manhattan,79,3.75,Bakery,Scone,2023-01-02 12:22:12
722,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,2023-01-02 12:23:03
725,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,2023-01-02 12:24:39
726,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,2023-01-02 12:24:39
728,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,2023-01-02 12:25:24
729,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 12:26:13
730,1,5,Lower Manhattan,78,4.5,Bakery,Scone,2023-01-02 12:26:13
741,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 12:36:37
744,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-02 12:39:04
746,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-02 12:42:19
748,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,2023-01-02 12:45:02
752,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,2023-01-02 12:54:07
753,1,5,Lower Manhattan,77,3.0,Bakery,Scone,2023-01-02 12:54:07
754,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-02 12:54:53
765,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,2023-01-02 13:03:33
770,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-02 13:09:27
771,1,5,Lower Manhattan,70,3.25,Bakery,Scone,2023-01-02 13:09:27
775,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 13:14:54
776,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,2023-01-02 13:15:40
794,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 13:35:24
799,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 13:40:53
800,1,5,Lower Manhattan,79,3.75,Bakery,Scone,2023-01-02 13:40:53
813,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,2023-01-02 13:56:19
821,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,2023-01-02 14:05:27
822,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,2023-01-02 14:05:27
824,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-02 14:07:49
826,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 14:11:08
828,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,2023-01-02 14:12:07
832,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,2023-01-02 14:13:37
845,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,2023-01-02 14:33:58
847,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-02 14:36:56
853,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-02 14:44:28
855,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,2023-01-02 14:48:02
856,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,2023-01-02 14:48:05
859,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,2023-01-02 14:52:26
860,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,2023-01-02 14:52:26
862,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-02 14:54:40
863,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,2023-01-02 14:54:46
873,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 15:09:48
878,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,2023-01-02 15:18:41
884,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,2023-01-02 15:24:52
886,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-02 15:26:22
887,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,2023-01-02 15:26:22
890,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,2023-01-02 15:28:35
891,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,2023-01-02 15:29:31
894,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,2023-01-02 15:34:44
897,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-02 15:35:30
898,1,5,Lower Manhattan,70,3.25,Bakery,Scone,2023-01-02 15:35:30
903,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-02 15:38:44
906,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-02 15:41:55
907,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,2023-01-02 15:41:55
910,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,2023-01-02 15:48:55
911,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,2023-01-02 15:48:55
912,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,2023-01-02 15:49:27
913,1,5,Lower Manhattan,78,4.5,Bakery,Scone,2023-01-02 15:49:27
916,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,2023-01-02 15:50:27
