transaction_id,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,dateAndTimeForTransaction
222,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,2023-01-01 13:04:01
223,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,2023-01-01 13:04:01
224,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,2023-01-01 13:04:22
225,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,2023-01-01 13:04:37
232,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,2023-01-01 13:17:30
234,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,2023-01-01 13:18:34
235,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-01 13:19:09
236,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,2023-01-01 13:19:09
238,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,2023-01-01 13:19:56
249,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-01 13:38:09
250,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,2023-01-01 13:38:11
262,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,2023-01-01 13:47:51
263,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,2023-01-01 13:49:03
265,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,2023-01-01 13:50:47
266,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-01 13:51:56
268,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,2023-01-01 13:53:31
269,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,2023-01-01 13:54:18
271,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,2023-01-01 13:55:50
272,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-01 13:56:15
273,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-01 13:56:24
284,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,2023-01-01 14:08:03
285,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,2023-01-01 14:08:03
286,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 14:11:14
291,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,2023-01-01 14:22:01
293,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-01 14:23:28
294,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,2023-01-01 14:23:28
299,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 14:26:36
303,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-01 14:30:51
306,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 14:32:20
308,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,2023-01-01 14:32:54
314,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,2023-01-01 14:39:48
318,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-01 14:46:09
319,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,2023-01-01 14:47:29
320,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,2023-01-01 14:47:29
321,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,2023-01-01 14:49:49
324,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 14:58:07
327,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,2023-01-01 15:02:28
331,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 15:09:54
340,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 15:21:05
342,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,2023-01-01 15:24:01
352,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,2023-01-01 15:30:58
358,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,2023-01-01 15:39:44
362,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-01 15:51:15
366,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,2023-01-01 15:55:45
368,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-01 15:58:55
369,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,2023-01-01 16:00:23
370,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,2023-01-01 16:02:07
372,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,2023-01-01 16:03:54
378,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-01 16:12:00
381,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,2023-01-01 16:19:00
389,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-01 16:28:00
396,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,2023-01-01 16:39:27
400,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-01 16:43:33
408,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,2023-01-01 16:52:13
414,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-01 17:01:31
417,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,2023-01-01 17:09:18
420,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,2023-01-01 17:11:58
422,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-01 17:16:17
423,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-01 17:17:19
424,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,2023-01-01 17:17:22
428,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,2023-01-01 17:19:11
429,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,2023-01-01 17:19:28
430,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-01 17:19:49
431,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,2023-01-01 17:19:49
432,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,2023-01-01 17:20:02
433,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,2023-01-01 17:20:02
438,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-01 17:26:15
439,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,2023-01-01 17:26:15
444,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,2023-01-01 17:34:47
447,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,2023-01-01 17:37:26
451,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,2023-01-01 17:43:49
454,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,2023-01-01 17:44:48
455,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-01 17:45:21
456,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,2023-01-01 17:46:21
457,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,2023-01-01 17:46:21
458,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-01 17:49:04
460,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,2023-01-01 17:50:30
463,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-01 17:56:46
465,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-01 17:59:44
466,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,2023-01-01 17:59:44
467,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,2023-01-01 18:01:08
475,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,2023-01-01 18:07:13
479,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,2023-01-01 18:13:41
480,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,2023-01-01 18:14:28
481,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,2023-01-01 18:17:09
492,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-01 18:25:57
494,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,2023-01-01 18:29:34
498,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-01 18:40:29
500,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,2023-01-01 18:41:28
502,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,2023-01-01 18:42:16
509,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,2023-01-01 18:52:18
512,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-01 18:56:24
513,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,2023-01-01 18:56:35
514,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,2023-01-01 18:56:35
516,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,2023-01-01 19:02:52
517,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,2023-01-01 19:06:58
518,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,2023-01-01 19:07:26
520,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-01 19:08:11
522,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,2023-01-01 19:09:54
524,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-01 19:10:53
528,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,2023-01-01 19:21:35
529,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,2023-01-01 19:22:39
530,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,2023-01-01 19:24:18
531,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,2023-01-01 19:24:18
535,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-01 19:34:03
536,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 19:34:39
538,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-01 19:35:55
544,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-01 19:44:41
545,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,2023-01-01 19:45:28
547,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-01 19:52:47
565,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 08:03:47
566,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 08:04:06
567,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,2023-01-02 08:04:55
571,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 08:11:11
572,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,2023-01-02 08:11:11
573,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-02 08:13:24
575,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,2023-01-02 08:15:07
576,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-02 08:15:10
577,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,2023-01-02 08:17:28
579,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,2023-01-02 08:21:32
580,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,2023-01-02 08:23:15
583,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 08:26:21
585,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-02 08:31:35
586,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,2023-01-02 08:34:25
587,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-02 08:34:30
588,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 08:43:50
591,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,2023-01-02 09:00:14
592,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,2023-01-02 09:01:24
595,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,2023-01-02 09:11:10
596,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,2023-01-02 09:11:10
597,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 09:11:45
598,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,2023-01-02 09:11:57
599,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,2023-01-02 09:11:57
602,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,2023-01-02 09:17:08
603,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-02 09:21:01
604,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,2023-01-02 09:22:26
606,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 09:26:16
607,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,2023-01-02 09:29:47
608,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,2023-01-02 09:29:47
609,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,2023-01-02 09:31:37
610,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,2023-01-02 09:33:57
611,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-02 09:36:26
612,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-02 09:38:46
615,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-02 09:46:33
616,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 09:48:46
617,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,2023-01-02 09:50:09
620,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,2023-01-02 09:54:48
621,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,2023-01-02 09:56:28
624,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 10:01:57
625,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-02 10:03:39
626,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,2023-01-02 10:03:39
630,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-02 10:08:23
631,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,2023-01-02 10:10:47
635,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,2023-01-02 10:19:33
636,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,2023-01-02 10:20:52
640,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,2023-01-02 10:28:41
641,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,2023-01-02 10:30:39
642,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-02 10:36:18
644,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,2023-01-02 10:38:55
646,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 10:49:58
647,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,2023-01-02 10:55:08
648,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-02 10:55:35
649,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,2023-01-02 10:59:58
656,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,2023-01-02 11:10:15
658,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,2023-01-02 11:12:05
661,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-02 11:13:37
671,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-02 11:19:42
677,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,2023-01-02 11:32:11
678,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-02 11:34:44
687,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,2023-01-02 11:40:12
689,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,2023-01-02 11:42:36
690,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,2023-01-02 11:42:36
693,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,2023-01-02 11:50:18
694,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,2023-01-02 11:50:32
695,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-02 11:53:48
696,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,2023-01-02 11:53:54
700,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 11:56:26
701,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,2023-01-02 11:56:58
702,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,2023-01-02 11:56:58
703,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-02 11:58:49
704,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,2023-01-02 11:58:49
710,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,2023-01-02 12:14:00
716,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,2023-01-02 12:21:38
731,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,2023-01-02 12:26:18
732,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-02 12:27:01
737,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,2023-01-02 12:32:19
740,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-02 12:36:06
742,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-02 12:38:47
745,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,2023-01-02 12:41:28
747,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,2023-01-02 12:42:47
751,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,2023-01-02 12:53:16
756,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-02 12:57:55
758,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,2023-01-02 12:58:38
759,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,2023-01-02 12:58:57
760,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,2023-01-02 12:59:28
763,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,2023-01-02 13:03:14
764,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,2023-01-02 13:03:14
767,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,2023-01-02 13:04:02
772,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,2023-01-02 13:10:17
773,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,2023-01-02 13:10:17
774,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,2023-01-02 13:10:41
778,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-02 13:21:23
782,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,2023-01-02 13:25:02
784,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,2023-01-02 13:28:24
789,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,2023-01-02 13:30:05
792,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,2023-01-02 13:30:30
793,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,2023-01-02 13:34:02
795,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,2023-01-02 13:35:24
798,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,2023-01-02 13:40:36
